,Suite,Tempo do Imóvel,academia,area_total,area_util,bairro,banheiros,churrasqueira,condominio,elevador,iptu,piscina,preco,quartos,salao_festa,tipo,vagas,Bairro
326,,,0,113,,Santo Antônio,3,1,385.0,1,,1,1130000,2,1,2,3,
327,,,0,61,,Fundação, -- ,1,561.0,1,,1,331000,2,1,2, -- ,
328,,,0,90,,Cerâmica,2,0,14.0,1,,0,990000,2,0,2,2,
329,,,0,106,,Santa Paula,2,1,775.0,1,,1,550000,3,1,2,2,
330,,,0,68,,Cerâmica,4,1,450.0,1,,1,6498000,2,1,2,4,
331,,,1,68,,Barcelona,1,1,878.0,1,,0,450000,2,1,2,1,
332,,,0,67,,Barcelona,4,0,738.0,1,,1,455000,2,1,2,4,
333,,,0,88,,Barcelona,3,1,395.0,1,,1,450000,3,1,2,3,
334,,,1,62,,Santo Antônio,3,1,410.0,0,,0,475000,2,0,2,3,
335,,,0,79,,Mauá, 2-3 ,1,447.0,1,,1,495000,3,1,2, 2-3 ,
336,,,1,150,,Centro,2,0,482.0,1,,0,630000,4,1,2,2,
337,,,1,61,,Osvaldo Cruz,1,0,105.0,0,,1,510000,2,1,2,1,
338,,,0,76,,Santa Maria,2,1,351.0,1,,1,4199000,2,1,2,2,
339,,,1,79,,Boa Vista,1,1,568.0,1,,0,700000,3,1,2,1,
340,,,0,55,,Olímpico,2,1,430.0,1,,1,2969000,2,1,2,2,
341,,,0,174,,Santa Paula,1,0,535.0,0,,0,990000,3,0,2,1,
342,,,1,65,,Boa Vista,2,0,105.0,0,,1,365000,2,1,2,2,
343,,,0,90,,Olímpico,3,0,520.0,1,,0,850000,2,1,2,3,
344,,,0,90,,Santa Paula,2,1,19.0,1,,1,650000,3,1,2,2,
345,,,0,180,,Santa Paula,1,0,150.0,1,,0,1200000,3,1,2,1,
346,,,0,67,,Santa Maria,2,1,511.0,1,,1,240000,3,1,2,2,
347,,,1,65,,Barcelona,2,1,515.0,1,,0,435000,2,1,2,2,
348,,,1,70,,Olímpico, -- ,1,508.0,1,,0,395000,2,1,2, -- ,
349,,,0,75,,Santa Maria,1,1,1.0,1,,1,460000,2,1,2,1,
350,,,0,160,,Santa Maria,3,1,450.0,1,,0,7499000,3,1,2,3,
351,,,0,84,,Santa Paula,1,1,600.0,1,,1,750000,3,0,2,1,
352,,,0,140,,Nova Gerty,3,0,385.0,1,,0,500000,2,0,2,3,
353,,,0,56,,Cerâmica,3,1,561.0,1,,1,459000,2,1,2,3,
354,,,0,68,,Cerâmica,2,1,14.0,1,,1,720000,2,1,2,2,
355,,,1,64,,Santa Maria,1,0,775.0,1,,0,390000,2,1,2,1,
356,,,0,65,,Cerâmica,2,1,450.0,1,,1,430000,2,1,2,2,
357,,,0,80,,Jardim Sao Caetano,1,1,878.0,1,,1,495000,3,1,2,1,
358,,,0,264,,Olímpico,1,0,738.0,1,,0,1980000,3,0,2,1,
359,,,0,113,,Santo Antônio,1,1,395.0,1,,1,1130000,2,1,2,1,
360,,,0,61,,Fundação,1,1,410.0,1,,1,331000,2,1,2,1,
361,,,1,90,,Cerâmica,2,1,447.0,1,,0,990000,2,1,2,2,
362,,,0,106,,Santa Paula,2,0,482.0,1,,1,550000,3,1,2,2,
363,,,0,68,,Cerâmica,3,1,478.0,1,,1,6498000,2,1,2,3,
364,,,1,68,,Barcelona,2,1,105.0,0,,0,450000,2,0,2,2,
365,,,0,67,,Barcelona,3,1,351.0,1,,1,455000,2,1,2,3,
366,,,1,88,,Barcelona,1,0,568.0,1,,0,450000,3,1,2,1,
367,,,0,62,,Santo Antônio,3,1,430.0,1,,1,475000,2,1,2,3,
368,,,1,79,,Mauá,2,0,535.0,0,,1,495000,3,1,2,2,
369,,,0,150,,Centro,3,1,105.0,1,,1,630000,4,1,2,3,
370,,,0,61,,Osvaldo Cruz,5,1,520.0,1,,1,510000,2,1,2,5,
371,,,0,76,,Santa Maria,3,0,19.0,0,,0,4199000,2,0,2,3,
372,,,1,79,,Boa Vista,3,0,150.0,0,,1,700000,3,1,2,3,
373,,,1,55,,Olímpico,1,1,511.0,0,,1,2969000,2,1,2,1,
374,,,0,174,,Santa Paula,2,0,515.0,1,,0,990000,3,1,2,2,
375,,,0,65,,Boa Vista,2,1,508.0,1,,1,365000,2,1,2,2,
376,,,0,90,,Olímpico,1,1,1.0,1,,1,850000,2,1,2,1,
377,,,1,90,,Santa Paula,2,1,450.0,1,,0,650000,3,1,2,2,
378,,,1,180,,Santa Paula,1,1,600.0,1,,0,1200000,3,1,2,1,
379,,,0,67,,Santa Maria,2,1,385.0,1,,1,240000,3,0,2,2,
380,,,0,65,,Barcelona,1,1,561.0,1,,1,435000,2,1,2,1,
381,,,0,70,,Olímpico,2,1,14.0,1,,0,395000,2,1,2,2,
382,,,0,75,,Santa Maria,2,0,450.0,1,,0,460000,2,0,2,2,
383,,,0,160,,Santa Maria,2,1,878.0,1,,1,7499000,3,1,2,2,
384,,,0,84,,Santa Paula,2,1,738.0,1,,1,750000,3,1,2,2,
385,,,1,140,,Nova Gerty,2,0,395.0,1,,0,500000,2,1,2,2,
386,,,0,56,,Cerâmica,1,1,410.0,1,,1,459000,2,1,2,1,
387,,,0,68,,Cerâmica,2,1,447.0,1,,1,720000,2,1,2,2,
388,,,0,64,,Santa Maria,1,0,482.0,1,,0,390000,2,0,2,1,
389,,,0,65,,Cerâmica,3,1,478.0,1,,1,430000,2,1,2,3,
390,,,0,80,,Jardim Sao Caetano,2,1,105.0,1,,1,495000,3,1,2,2,
391,,,1,264,,Olímpico,3,1,351.0,1,,0,1980000,3,1,2,3,
392,,,0,113,,Santo Antônio,3,0,568.0,1,,1,1130000,2,1,2,3,
393,,,0,61,,Fundação,3,1,430.0,1,,1,331000,2,1,2,3,
394,,,1,90,,Cerâmica,1,1,535.0,0,,0,990000,2,0,2,1,
395,,,0,106,,Santa Paula,2,1,105.0,1,,1,550000,3,1,2,2,
396,,,1,68,,Cerâmica,2,0,500.0,1,,0,6498000,2,1,2,2,
397,,,0,68,,Barcelona,2,1,520.0,1,,1,450000,2,1,2,2,
398,,,1,67,,Barcelona,1,0,19.0,0,,1,455000,2,1,2,1,
399,,,0,88,,Barcelona,3,1,150.0,1,,1,450000,3,1,2,3,
400,,,1,62,,Santo Antônio,1,1,511.0,1,,0,475000,2,1,2,1,
401,,,0,79,,Mauá,2,1,515.0,1,,1,495000,3,1,2,2,
402,,,0,150,,Centro,1,0,508.0,0,,0,630000,4,0,2,1,
403,,,1,61,,Osvaldo Cruz,1,1,1.0,0,,1,510000,2,1,2,1,
404,,,0,76,,Santa Maria,2,0,450.0,1,,0,4199000,2,1,2,2,
405,,,0,79,,Boa Vista,1,1,600.0,1,,1,700000,3,1,2,1,
406,,,0,55,,Olímpico,2,0,385.0,1,,0,2969000,2,1,2,2,
407,,,0,174,,Santa Paula,1,1,561.0,1,,1,990000,3,1,2,1,
408,,,1,65,,Boa Vista,2,1,14.0,1,,0,365000,2,1,2,2,
409,,,0,90,,Olímpico,1,1,450.0,1,,1,850000,2,0,2,1,
410,,,0,90,,Santa Paula,2,1,878.0,1,,1,650000,3,1,2,2,
411,,,0,180,,Santa Paula,2,1,738.0,1,,0,1200000,3,1,2,2,
412,,,0,67,,Santa Maria, -- ,1,395.0,1,,1,240000,3,0,2, -- ,
413,,,0,65,,Barcelona,2,0,410.0,1,,0,435000,2,0,2,2,
414,,,0,70,,Olímpico,1,1,447.0,1,,1,395000,2,1,2,1,
415,,,1,75,,Santa Maria,1,0,478.0,1,,0,460000,2,1,2,1,
416,,,0,160,,Santa Maria,2,1,105.0,1,,1,7499000,3,1,2,2,
417,,,0,84,,Santa Paula,2,1,568.0,1,,1,750000,3,1,2,2,
418,,,0,140,,Nova Gerty,3,0,430.0,1,,0,500000,2,0,2,3,
419,,,0,56,,Cerâmica,3,1,105.0,1,,1,459000,2,1,2,3,
420,,,0,68,,Cerâmica,6,1,500.0,1,,1,720000,2,1,2,6,
421,,,1,64,,Santa Maria,4,1,520.0,1,,0,390000,2,1,2,4,
422,,,0,65,,Cerâmica,2,0,19.0,1,,1,430000,2,1,2,2,
423,,,0,80,,Jardim Sao Caetano,2,1,150.0,1,,1,495000,3,1,2,2,
424,,,1,264,,Olímpico,4,1,515.0,0,,0,1980000,3,0,2,4,
425,,,0,113,,Santo Antônio,2,1,508.0,1,,1,1130000,2,1,2,2,
426,,,1,61,,Fundação,2,0,550.0,1,,0,331000,2,1,2,2,
427,,,0,90,,Cerâmica, -- ,1,1.0,1,,1,990000,2,1,2, -- ,
428,,,1,106,,Santa Paula,1,0,450.0,0,,1,550000,3,1,2,1,
429,,,0,68,,Cerâmica,1,1,600.0,1,,1,6498000,2,1,2,1,
430,,,1,68,,Barcelona,2,1,385.0,1,,0,450000,2,1,2,2,
431,,,0,67,,Barcelona,2,1,561.0,1,,1,455000,2,1,2,2,
432,,,0,88,,Barcelona,3,0,14.0,0,,0,450000,3,0,2,3,
433,,,1,62,,Santo Antônio,2,0,775.0,0,,1,475000,2,1,2,2,
434,,,1,79,,Mauá,3,1,450.0,0,,1,495000,3,1,2,3,
435,,,0,150,,Centro,1,0,878.0,1,,0,630000,4,1,2,1,
436,,,0,61,,Osvaldo Cruz,2,0,395.0,1,,0,510000,2,1,2,2,
437,,,0,76,,Santa Maria,2,1,410.0,1,,1,4199000,2,1,2,2,
438,,,1,79,,Boa Vista,1,1,447.0,1,,0,700000,3,1,2,1,
439,,,1,55,,Olímpico,2,1,482.0,1,,0,2969000,2,1,2,2,
440,,,0,174,,Santa Paula,2,1,478.0,1,,1,990000,3,0,2,2,
441,,,0,65,,Boa Vista,2,1,300.0,1,,1,365000,2,1,2,2,
442,,,0,90,,Olímpico,2,1,12.0,1,,1,850000,2,0,2,2,
443,,,0,90,,Santa Paula,1,0,105.0,1,,0,650000,3,0,2,1,
444,,,0,180,,Santa Paula,2,1,568.0,1,,1,1200000,3,1,2,2,
445,,,0,67,,Santa Maria,1,1,430.0,1,,1,240000,3,1,2,1,
446,,,1,65,,Barcelona,2,0,105.0,1,,0,435000,2,1,2,2,
447,,,0,70,,Olímpico,2,1,500.0,1,,1,395000,2,1,2,2,
448,,,0,75,,Santa Maria,1,0,19.0,1,,0,460000,2,0,2,1,
449,,,0,160,,Santa Maria,1,1,150.0,1,,1,7499000,3,1,2,1,
450,,,0,84,,Santa Paula,1,1,515.0,1,,1,750000,3,1,2,1,
451,,,1,140,,Nova Gerty,2,1,508.0,1,,0,500000,2,1,2,2,
452,,,0,56,,Cerâmica,1,0,550.0,1,,1,459000,2,1,2,1,
453,,,0,68,,Cerâmica,2,1,1.0,1,,1,720000,2,1,2,2,
454,,,1,64,,Santa Maria,2,1,450.0,0,,0,390000,2,0,2,2,
455,,,0,65,,Cerâmica,3,1,600.0,1,,1,430000,2,1,2,3,
456,,,1,80,,Jardim Sao Caetano, -- ,0,385.0,1,,0,495000,3,1,2, -- ,
457,,,0,264,,Olímpico,2,1,561.0,1,,1,1980000,3,1,2,2,
458,,,1,113,,Santo Antônio,2,0,14.0,0,,1,1130000,2,1,2,2,
459,,,0,61,,Fundação,4,1,775.0,1,,1,331000,2,1,2,4,
460,,,1,90,,Cerâmica,1,1,450.0,1,,0,990000,2,1,2,1,
461,,,0,106,,Santa Paula,4,1,878.0,1,,1,550000,3,1,2,4,
462,,,0,68,,Cerâmica,3,0,738.0,0,,0,6498000,2,0,2,3,
463,,,1,68,,Barcelona,3,0,395.0,0,,1,450000,2,1,2,3,
464,,,1,67,,Barcelona, 2-3 ,1,410.0,0,,1,455000,2,1,2, 2-3 ,
465,,,0,88,,Barcelona,2,0,447.0,1,,0,450000,3,1,2,2,
466,,,0,62,,Santo Antônio,2,0,482.0,1,,0,475000,2,1,2,2,
467,,,0,79,,Mauá,1,1,478.0,1,,1,495000,3,1,2,1,
468,,,1,150,,Centro,2,1,300.0,1,,0,630000,4,1,2,2,
469,,,0,61,,Osvaldo Cruz,2,1,12.0,1,,1,510000,2,1,2,2,
470,,,0,76,,Santa Maria,1,1,105.0,1,,0,4199000,2,1,2,1,
471,,,0,79,,Boa Vista,2,1,351.0,1,,1,700000,3,0,2,2,
472,,,0,55,,Olímpico,1,0,568.0,1,,0,2969000,2,0,2,1,
473,,,0,174,,Santa Paula,3,1,430.0,1,,1,990000,3,1,2,3,
474,,,1,65,,Boa Vista,2,0,535.0,1,,0,365000,2,1,2,2,
475,,,0,90,,Olímpico,2,1,500.0,1,,1,850000,2,1,2,2,
476,,,0,90,,Santa Paula,2,0,520.0,1,,0,650000,3,0,2,2,
477,,,0,180,,Santa Paula, -- ,1,19.0,1,,1,1200000,3,1,2, -- ,
478,,,0,67,,Santa Maria,1,1,150.0,1,,1,240000,3,1,2,1,
479,,,1,65,,Barcelona,1,1,511.0,1,,0,435000,2,1,2,1,
480,,,0,70,,Olímpico,3,0,515.0,1,,1,395000,2,1,2,3,
481,,,0,75,,Santa Maria,3,1,550.0,1,,1,460000,2,1,2,3,
482,,,1,160,,Santa Maria,3,0,1.0,1,,0,7499000,3,1,2,3,
483,,,0,84,,Santa Paula,2,1,450.0,1,,1,750000,3,1,2,2,
484,,,1,140,,Nova Gerty,1,0,600.0,0,,1,500000,2,1,2,1,
485,,,0,56,,Cerâmica,2,1,385.0,1,,1,459000,2,1,2,2,
486,,,1,68,,Cerâmica,1,1,561.0,1,,0,720000,2,1,2,1,
487,,,0,64,,Santa Maria,1,1,14.0,1,,1,390000,2,1,2,1,
488,,,0,65,,Cerâmica,1,0,775.0,0,,0,430000,2,0,2,1,
489,,,1,80,,Jardim Sao Caetano,1,0,450.0,0,,1,495000,3,1,2,1,
490,,,1,264,,Olímpico,2,1,878.0,0,,1,1980000,3,1,2,2,
491,,,0,113,,Santo Antônio,2,0,738.0,1,,0,1130000,2,0,2,2,
492,,,0,61,,Fundação,3,0,395.0,0,,0,331000,2,0,2,3,
493,,,0,90,,Cerâmica,2,1,410.0,1,,1,990000,2,1,2,2,
494,,,0,106,,Santa Paula,3,1,447.0,1,,1,550000,3,1,2,3,
495,,,0,68,,Cerâmica,1,0,482.0,1,,0,6498000,2,1,2,1,
496,,,0,68,,Barcelona,3,0,478.0,1,,0,450000,2,1,2,3,
497,,,0,67,,Barcelona,2,1,105.0,1,,1,455000,2,1,2,2,
498,,,1,88,,Barcelona,3,1,351.0,1,,0,450000,3,1,2,3,
499,,,0,62,,Santo Antônio,3,1,568.0,1,,1,475000,2,0,2,3,
500,,,0,79,,Mauá,5,1,430.0,1,,1,495000,3,1,2,5,
501,,,0,150,,Centro,3,1,535.0,1,,0,630000,4,1,2,3,
502,,,0,76,,Santa Maria,1,0,500.0,1,,0,4199000,2,0,2,1,
503,,,0,79,,Boa Vista,2,1,520.0,1,,1,700000,3,1,2,2,
504,,,1,174,,Santa Paula,2,0,19.0,1,,0,990000,3,1,2,2,
505,,,0,65,,Boa Vista,2,1,150.0,1,,1,365000,2,1,2,2,
506,,,0,90,,Olímpico,1,1,511.0,1,,1,850000,2,1,2,1,
507,,,0,90,,Santa Paula,2,0,515.0,1,,0,650000,3,0,2,2,
508,,,0,180,,Santa Paula,2,1,550.0,1,,1,1200000,3,1,2,2,
509,,,1,67,,Santa Maria,1,1,1.0,1,,0,240000,3,1,2,1,
510,,,0,70,,Olímpico,2,0,450.0,1,,1,395000,2,1,2,2,
511,,,1,75,,Santa Maria,2,1,600.0,0,,0,460000,2,0,2,2,
512,,,0,160,,Santa Maria,2,1,385.0,1,,1,7499000,3,1,2,2,
513,,,1,84,,Santa Paula,2,0,561.0,1,,0,750000,3,1,2,2,
514,,,1,140,,Nova Gerty,2,0,775.0,0,,1,500000,2,1,2,2,
515,,,0,56,,Cerâmica,1,1,450.0,1,,1,459000,2,1,2,1,
516,,,1,68,,Cerâmica,2,1,878.0,1,,0,720000,2,1,2,2,
517,,,0,64,,Santa Maria,1,1,738.0,1,,1,390000,2,1,2,1,
518,,,0,65,,Cerâmica,3,0,395.0,0,,0,430000,2,0,2,3,
519,,,1,264,,Olímpico,2,0,410.0,0,,1,1980000,3,1,2,2,
520,,,1,113,,Santo Antônio,3,1,447.0,0,,1,1130000,2,1,2,3,
521,,,0,61,,Fundação,3,0,482.0,1,,0,331000,2,0,2,3,
522,,,0,90,,Cerâmica,3,0,478.0,0,,0,990000,2,0,2,3,
523,,,0,106,,Santa Paula,1,1,105.0,1,,1,550000,3,1,2,1,
524,,,0,68,,Cerâmica,2,1,351.0,1,,1,6498000,2,1,2,2,
525,,,0,68,,Barcelona,2,0,568.0,1,,0,450000,2,1,2,2,
526,,,0,67,,Barcelona,2,1,430.0,1,,1,455000,2,1,2,2,
527,,,0,88,,Barcelona,1,0,535.0,1,,0,450000,3,1,2,1,
528,,,0,62,,Santo Antônio,3,1,105.0,1,,1,475000,2,1,2,3,
529,,,1,79,,Mauá,1,1,500.0,1,,0,495000,3,1,2,1,
530,,,1,40,,Nova Gerty,2,1,520.0,1,,0,319000,1,1,2,2,
531,,,0,127,,Boa Vista,1,1,19.0,1,,1,530000,3,0,1,1,
532,,,0,68,,Fundação,2,1,150.0,1,,1,420000,2,1,2,2,
533,,,0,160,,Santo Antônio,1,1,511.0,1,,0,1050000,4,1,2,1,
534,,,0,150,,Centro,2,1,515.0,1,,1,630000,4,0,2,2,
535,,,0,76,,Santa Maria,2,1,550.0,1,,1,4199000,2,1,2,2,
536,,,0,79,,Boa Vista,1,1,1.0,1,,1,700000,3,1,2,1,
537,,,1,174,,Santa Paula,2,0,450.0,1,,0,990000,3,1,2,2,
538,,,0,65,,Boa Vista,1,1,600.0,1,,1,365000,2,1,2,1,
539,,,0,90,,Olímpico,1,1,385.0,1,,1,850000,2,1,2,1,
540,,,0,90,,Santa Paula,2,0,561.0,1,,0,650000,3,0,2,2,
541,,,0,180,,Santa Paula, -- ,1,775.0,1,,1,1200000,3,1,2, -- ,
542,,,1,67,,Santa Maria,2,1,450.0,1,,0,240000,3,1,2,2,
543,,,0,70,,Olímpico,1,0,878.0,1,,1,395000,2,1,2,1,
544,,,0,75,,Santa Maria,3,1,738.0,1,,1,460000,2,1,2,3,
545,,,1,160,,Santa Maria,1,1,395.0,0,,0,7499000,3,0,2,1,
546,,,0,84,,Santa Paula,2,1,410.0,1,,1,750000,3,1,2,2,
547,,,0,140,,Nova Gerty,3,1,482.0,1,,1,500000,2,1,2,3,
548,,,1,56,,Cerâmica,3,0,478.0,0,,1,459000,2,1,2,3,
549,,,0,68,,Cerâmica,6,1,568.0,1,,1,720000,2,1,2,6,
550,,,1,64,,Santa Maria,4,1,430.0,1,,0,390000,2,1,2,4,
551,,,0,65,,Cerâmica,2,1,105.0,1,,1,430000,2,1,2,2,
552,,,0,264,,Olímpico,2,0,500.0,0,,0,1980000,3,0,2,2,
553,,,1,113,,Santo Antônio,4,0,520.0,0,,1,1130000,2,1,2,4,
554,,,1,61,,Fundação,2,1,19.0,0,,1,331000,2,1,2,2,
555,,,0,90,,Cerâmica,2,0,150.0,1,,0,990000,2,1,2,2,
556,,,0,106,,Santa Paula, -- ,1,515.0,1,,1,550000,3,1,2, -- ,
557,,,0,68,,Cerâmica,1,0,508.0,1,,0,6498000,2,1,2,1,
558,,,0,68,,Barcelona,1,1,550.0,1,,1,450000,2,1,2,1,
559,,,1,67,,Barcelona,2,1,1.0,1,,0,455000,2,1,2,2,
560,,,1,88,,Barcelona,2,1,450.0,1,,0,450000,3,1,2,2,
561,,,0,62,,Santo Antônio,3,1,385.0,1,,1,475000,2,0,2,3,
562,,,0,79,,Mauá,2,1,561.0,1,,1,495000,3,1,2,2,
563,,,0,40,,Nova Gerty,3,1,14.0,1,,0,319000,1,1,2,3,
564,,,0,127,,Boa Vista,1,1,775.0,1,,1,530000,3,0,1,1,
565,,,0,68,,Fundação,4,0,450.0,1,,0,420000,2,0,2,4,
566,,,0,160,,Santo Antônio,2,1,878.0,1,,1,1050000,4,1,2,2,
567,,,0,150,,Centro,2,1,738.0,1,,1,630000,4,1,2,2,
568,,,0,61,,Osvaldo Cruz,2,1,410.0,1,,1,510000,2,1,2,2,
569,,,0,76,,Santa Maria,2,1,447.0,1,,1,4199000,2,1,2,2,
570,,,0,79,,Boa Vista,2,0,482.0,1,,0,700000,3,0,2,2,
571,,,0,55,,Olímpico,1,1,478.0,1,,1,2969000,2,1,2,1,
572,,,0,174,,Santa Paula,2,1,300.0,1,,1,990000,3,1,2,2,
573,,,1,65,,Boa Vista,1,1,500.0,1,,0,365000,2,1,2,1,
574,,,0,90,,Olímpico,1,1,600.0,1,,1,850000,2,1,2,1,
575,,,1,90,,Santa Paula,2,1,780.0,0,,0,650000,3,0,2,2,
576,,,0,180,,Santa Paula,2,1,105.0,1,,1,1200000,3,1,2,2,
577,,,1,67,,Santa Maria,3,0,351.0,1,,0,240000,3,1,2,3,
578,,,0,65,,Barcelona,1,1,568.0,1,,1,435000,2,1,2,1,
579,,,1,70,,Olímpico,1,0,430.0,0,,1,395000,2,1,2,1,
580,,,1,75,,Santa Maria,2,1,105.0,1,,0,460000,2,1,2,2,
581,,,0,160,,Santa Maria,1,1,500.0,1,,1,7499000,3,1,2,1,
582,,,0,84,,Santa Paula,2,0,520.0,0,,0,750000,3,0,2,2,
583,,,1,140,,Nova Gerty,2,0,19.0,0,,1,500000,2,1,2,2,
584,,,1,56,,Cerâmica,3,1,150.0,0,,1,459000,2,1,2,3,
585,,,0,68,,Cerâmica, -- ,0,511.0,1,,0,720000,2,1,2, -- ,
586,,,0,64,,Santa Maria,2,1,515.0,1,,1,390000,2,1,2,2,
587,,,0,65,,Cerâmica,2,0,508.0,1,,0,430000,2,1,2,2,
588,,,0,80,,Jardim Sao Caetano,4,1,550.0,1,,1,495000,3,1,2,4,
589,,,1,264,,Olímpico,1,1,1.0,1,,0,1980000,3,1,2,1,
590,,,1,113,,Santo Antônio,4,1,450.0,1,,0,1130000,2,1,2,4,
591,,,0,61,,Fundação,3,1,600.0,1,,1,331000,2,0,2,3,
592,,,0,90,,Cerâmica,3,1,385.0,1,,1,990000,2,1,2,3,
593,,,0,106,,Santa Paula, 2-3 ,1,561.0,1,,0,550000,3,1,2, 2-3 ,
594,,,0,68,,Cerâmica,2,1,14.0,1,,1,6498000,2,0,2,2,
595,,,0,68,,Barcelona,2,0,775.0,1,,0,450000,2,0,2,2,
596,,,0,67,,Barcelona,1,1,450.0,1,,1,455000,2,1,2,1,
597,,,0,88,,Barcelona,2,1,878.0,1,,1,450000,3,1,2,2,
598,,,1,62,,Santo Antônio,1,0,738.0,1,,0,475000,2,1,2,1,
599,,,0,79,,Mauá,2,1,395.0,1,,1,495000,3,1,2,2,
600,,,0,150,,Centro,1,1,410.0,1,,1,630000,4,1,2,1,
601,,,0,61,,Osvaldo Cruz,1,1,482.0,1,,1,510000,2,1,2,1,
602,,,0,76,,Santa Maria,3,1,478.0,1,,1,4199000,2,1,2,3,
603,,,1,79,,Boa Vista,2,1,351.0,1,,0,700000,3,1,2,2,
604,,,0,55,,Olímpico,1,0,568.0,1,,1,2969000,2,1,2,1,
605,,,0,174,,Santa Paula,2,1,430.0,1,,1,990000,3,1,2,2,
606,,,1,65,,Boa Vista,2,1,535.0,0,,0,365000,2,0,2,2,
607,,,1,90,,Olímpico,1,0,500.0,1,,0,850000,2,1,2,1,
608,,,0,90,,Santa Paula,1,1,520.0,1,,1,650000,3,1,2,1,
609,,,1,180,,Santa Paula,3,0,19.0,0,,1,1200000,3,1,2,3,
610,,,0,67,,Santa Maria,1,1,150.0,1,,1,240000,3,1,2,1,
611,,,1,65,,Barcelona,3,1,511.0,1,,0,435000,2,1,2,3,
612,,,0,70,,Olímpico,3,1,515.0,1,,1,395000,2,1,2,3,
613,,,1,75,,Santa Maria,1,0,550.0,0,,1,460000,2,1,2,1,
614,,,1,160,,Santa Maria,2,1,1.0,0,,1,7499000,3,1,2,2,
615,,,0,84,,Santa Paula,1,0,450.0,1,,0,750000,3,1,2,1,
616,,,0,140,,Nova Gerty,1,1,385.0,1,,1,500000,2,1,2,1,
617,,,1,56,,Cerâmica,1,1,561.0,1,,0,459000,2,1,2,1,
618,,,0,68,,Cerâmica,1,1,14.0,1,,1,720000,2,0,2,1,
619,,,0,64,,Santa Maria,2,1,775.0,1,,1,390000,2,1,2,2,
620,,,0,65,,Cerâmica,2,1,450.0,1,,0,430000,2,1,2,2,
621,,,0,80,,Jardim Sao Caetano,3,1,878.0,1,,1,495000,3,0,2,3,
622,,,0,264,,Olímpico,2,0,738.0,1,,0,1980000,3,0,2,2,
623,,,0,113,,Santo Antônio,3,1,395.0,1,,1,1130000,2,1,2,3,
624,,,1,61,,Fundação,1,0,410.0,1,,0,331000,2,1,2,1,
625,,,0,90,,Cerâmica,3,1,447.0,1,,1,990000,2,1,2,3,
626,,,0,106,,Santa Paula,2,1,482.0,1,,1,550000,3,1,2,2,
627,,,0,68,,Cerâmica,3,0,478.0,1,,0,6498000,2,0,2,3,
628,,,0,68,,Barcelona,3,1,300.0,1,,1,450000,2,1,2,3,
629,,,1,67,,Barcelona,5,1,105.0,1,,0,455000,2,1,2,5,
630,,,0,88,,Barcelona,3,0,351.0,1,,1,450000,3,1,2,3,
631,,,1,62,,Santo Antônio,3,1,568.0,0,,0,475000,2,0,2,3,
632,,,0,79,,Mauá,1,1,430.0,1,,1,495000,3,1,2,1,
633,,,1,150,,Centro,2,0,535.0,1,,0,630000,4,1,2,2,
634,,,1,61,,Osvaldo Cruz,2,0,500.0,0,,1,510000,2,1,2,2,
635,,,0,76,,Santa Maria,1,1,520.0,1,,1,4199000,2,1,2,1,
636,,,1,79,,Boa Vista,2,1,19.0,1,,0,700000,3,1,2,2,
637,,,0,55,,Olímpico,1,1,150.0,1,,1,2969000,2,1,2,1,
638,,,0,174,,Santa Paula,2,0,511.0,0,,0,990000,3,0,2,2,
639,,,1,65,,Boa Vista,1,0,515.0,0,,1,365000,2,1,2,1,
640,,,0,90,,Olímpico,2,0,550.0,1,,0,850000,2,0,2,2,
641,,,0,90,,Santa Paula,2,0,1.0,0,,0,650000,3,0,2,2,
642,,,0,180,,Santa Paula,2,1,450.0,1,,1,1200000,3,1,2,2,
643,,,0,67,,Santa Maria,2,1,600.0,1,,1,240000,3,1,2,2,
644,,,0,65,,Barcelona,2,1,385.0,1,,1,435000,2,1,2,2,
645,,,0,70,,Olímpico,1,1,561.0,1,,0,395000,2,1,2,1,
646,,,0,75,,Santa Maria,1,1,775.0,1,,1,460000,2,1,2,1,
647,,,0,160,,Santa Maria,3,0,450.0,1,,0,7499000,3,1,2,3,
648,,,0,84,,Santa Paula,2,1,878.0,1,,1,750000,3,1,2,2,
649,,,1,140,,Nova Gerty,3,1,738.0,1,,0,500000,2,1,2,3,
650,,,1,56,,Cerâmica,3,1,395.0,1,,0,459000,2,1,2,3,
651,,,0,68,,Cerâmica,3,1,410.0,1,,1,720000,2,0,2,3,
652,,,0,64,,Santa Maria,1,1,447.0,1,,1,390000,2,1,2,1,
653,,,0,65,,Cerâmica,2,1,482.0,1,,0,430000,2,1,2,2,
654,,,0,80,,Jardim Sao Caetano,2,1,478.0,1,,1,495000,3,0,2,2,
655,,,0,264,,Olímpico,2,0,105.0,1,,0,1980000,3,0,2,2,
656,,,0,113,,Santo Antônio,1,1,568.0,1,,1,1130000,2,1,2,1,
657,,,0,61,,Fundação,3,1,430.0,1,,1,331000,2,1,2,3,
658,,,1,90,,Cerâmica,1,0,105.0,1,,0,990000,2,1,2,1,
659,,,0,106,,Santa Paula,2,1,500.0,1,,1,550000,3,1,2,2,
660,,,0,68,,Cerâmica,1,1,520.0,1,,1,6498000,2,1,2,1,
661,,,0,68,,Barcelona,2,0,19.0,1,,0,450000,2,0,2,2,
662,,,0,67,,Barcelona,1,1,150.0,1,,1,455000,2,1,2,1,
